"conf.level";"n1";"n2";"m1-m2";"sd1/sd2";"p_Cohen_NH0";"p_Shieh_NH0";"p_transfoshieh_NH0";"CICohen_vs_Student";"CIShieh_vs_Welch";"CItransfoShieh_vs_Welch"
"245";0,95;50;100;4;0,25;0;0;0;0;0;0
"246";0,95;50;20;0;10;0,99399;0,9495;0,9495;1,00000000000655e-05;1,00000000000655e-05;1,00000000000655e-05
"247";0,95;50;20;0;4;0,9919;0,94992;0,94992;0;0;0
"248";0,95;50;20;0;2;0,98409;0,95048;0,95048;0;0;0
"249";0,95;50;20;0;1;0,95015;0,95014;0,95014;0;0;0
"250";0,95;50;20;0;0,1;0,84987;0,95023;0,95023;0;0;0
"251";0,95;50;20;0;0,5;0,8936;0,94831;0,94831;0;9,99999999995449e-06;9,99999999995449e-06
"252";0,95;50;20;0;0,25;0,86046;0,94971;0,94971;9,99999999995449e-06;0;0
"253";0,95;50;20;1;10;1e-05;0;0;0;0;0
"254";0,95;50;20;1;4;6e-05;0;0;0;0;0
"255";0,95;50;20;1;2;0,00047;6e-05;6e-05;0;0;0
"256";0,95;50;20;1;1;0,01788;0,01938;0,01938;0;0;0
"257";0,95;50;20;1;0,1;0,7219;0,88875;0,88875;0;1,00000000000655e-05;1,00000000000655e-05
"258";0,95;50;20;1;0,5;0,19713;0,33795;0,33795;0;0;0
"259";0,95;50;20;1;0,25;0,49936;0,71904;0,71904;1,000000000001e-05;2,000000000002e-05;2,000000000002e-05
"260";0,95;50;20;2;10;0;0;0;0;0;0
"261";0,95;50;20;2;4;0;0;0;0;0;0
"262";0,95;50;20;2;2;0;0;0;0;0;0
"263";0,95;50;20;2;1;0;0;0;0;0;0
"264";0,95;50;20;2;0,1;0,55735;0,78353;0,78353;1,00000000000655e-05;0;0
"265";0,95;50;20;2;0,5;0,00143;0,00597;0,00597;0;0;0
"266";0,95;50;20;2;0,25;0,13548;0,31361;0,31361;0;1,000000000001e-05;1,000000000001e-05
"267";0,95;50;20;3;10;0;0;0;0;0;0
"268";0,95;50;20;3;4;0;0;0;0;0;0
"269";0,95;50;20;3;2;0;0;0;0;0;0
"270";0,95;50;20;3;1;0;0;0;0;0;0
"271";0,95;50;20;3;0,1;0,3865;0,64397;0,64397;3,000000000003e-05;1,00000000000655e-05;1,00000000000655e-05
"272";0,95;50;20;3;0,5;0;0;0;0;0;0
"273";0,95;50;20;3;0,25;0,01371;0,05832;0,05832;0;9,99999999999612e-06;9,99999999999612e-06
"274";0,95;50;20;4;10;0;0;0;0;0;0
"275";0,95;50;20;4;4;0;0;0;0;0;0
"276";0,95;50;20;4;2;0;0;0;0;0;0
"277";0,95;50;20;4;1;0;0;0;0;0;0
"278";0,95;50;20;4;0,1;0,23268;0,47353;0,47353;0;1,000000000001e-05;1,000000000001e-05
"279";0,95;50;20;4;0,5;0;0;0;0;0;0
"280";0,95;50;20;4;0,25;0,00051;0,0044;0,0044;0;0;0
"281";0,95;50;50;0;10;0,94903;0,95044;0,95044;0;0;0
"282";0,95;50;50;0;4;0,94951;0,9507;0,9507;0;0;0
"283";0,95;50;50;0;2;0,9495;0,95013;0,95013;1,00000000000655e-05;0;0
"284";0,95;50;50;0;1;0,95066;0,95067;0,95067;0;0;0
"285";0,95;50;50;0;0,1;0,94847;0,95001;0,95001;0;0;0
"286";0,95;50;50;0;0,5;0,94757;0,94814;0,94814;0;9,99999999995449e-06;9,99999999995449e-06
"287";0,95;50;50;0;0,25;0,94888;0,95017;0,95017;9,99999999995449e-06;9,99999999995449e-06;9,99999999995449e-06
"288";0,95;50;50;1;10;0;0;0;0;0;0
"289";0,95;50;50;1;4;0;0;0;0;0;0
"290";0,95;50;50;1;2;0;0;0;0;0;0
"291";0,95;50;50;1;1;0,00038;0,00038;0,00038;0;0;0
"292";0,95;50;50;1;0,1;0,82801;0,83189;0,83189;0;1,00000000000655e-05;1,00000000000655e-05
"293";0,95;50;50;1;0,5;0,06953;0,07029;0,07029;0;1,000000000001e-05;1,000000000001e-05
"294";0,95;50;50;1;0,25;0,4766;0,4815;0,4815;1,000000000001e-05;0;0
"295";0,95;50;50;2;10;0;0;0;0;0;0
"296";0,95;50;50;2;4;0;0;0;0;0;0
"297";0,95;50;50;2;2;0;0;0;0;0;0
"298";0,95;50;50;2;1;0;0;0;0;0;0
"299";0,95;50;50;2;0,1;0,59666;0,60224;0,60224;9,99999999995449e-06;2,000000000002e-05;2,000000000002e-05
"300";0,95;50;50;2;0,5;0;0;0;0;0;0
"301";0,95;50;50;2;0,25;0,03783;0,03896;0,03896;0;1,00000000000031e-05;1,00000000000031e-05
"302";0,95;50;50;3;10;0;0;0;0;0;0
"303";0,95;50;50;3;4;0;0;0;0;0;0
"304";0,95;50;50;3;2;0;0;0;0;0;0
"305";0,95;50;50;3;1;0;0;0;0;0;0
"306";0,95;50;50;3;0,1;0,32753;0,33287;0,33287;0;1,000000000001e-05;1,000000000001e-05
"307";0,95;50;50;3;0,5;0;0;0;0;0;0
"308";0,95;50;50;3;0,25;2e-04;0,00021;0,00021;0;0;0
"309";0,95;50;50;4;10;0;0;0;0;0;0
"310";0,95;50;50;4;4;0;0;0;0;0;0
"311";0,95;50;50;4;2;0;0;0;0;0;0
"312";0,95;50;50;4;1;0;0;0;0;0;0
"313";0,95;50;50;4;0,1;0,12604;0,12922;0,12922;0;1,000000000001e-05;1,000000000001e-05
"314";0,95;50;50;4;0,5;0;0;0;0;0;0
"315";0,95;50;50;4;0,25;0;0;0;0;0;0
