"conf.level";"n1";"n2";"m1-m2";"sd1/sd2";"p_Cohen_NH0";"p_Shieh_NH0";"p_transfoshieh_NH0";"CICohen_vs_Student";"CIShieh_vs_Welch";"CItransfoShieh_vs_Welch"
"297";0,95;50;50;2;2;5e-05;6e-05;6e-05;0;0;0
"298";0,95;50;50;2;1;5e-05;5e-05;5e-05;0;0;0
"299";0,95;50;50;2;0,1;0,59667;0,60315;0,60315;1,00000000000655e-05;1,9999999999909e-05;1,9999999999909e-05
"300";0,95;50;50;2;0,5;0,00015;0,00015;0,00015;0;0;0
"301";0,95;50;50;2;0,25;0,02247;0,02314;0,02314;0;9,99999999999959e-06;9,99999999999959e-06
"302";0,95;50;50;3;10;1e-05;1e-05;1e-05;0;0;0
"303";0,95;50;50;3;4;0;0;0;0;0;0
"304";0,95;50;50;3;2;6e-05;6e-05;6e-05;0;0;0
"305";0,95;50;50;3;1;1e-05;1e-05;1e-05;0;0;0
"306";0,95;50;50;3;0,1;0,28774;0,29333;0,29333;1,000000000001e-05;9,99999999995449e-06;9,99999999995449e-06
"307";0,95;50;50;3;0,5;4e-05;4e-05;4e-05;0;0;0
"308";0,95;50;50;3;0,25;0,00025;0,00026;0,00026;0;0;0
"309";0,95;50;50;4;10;1e-05;1e-05;1e-05;0;0;0
"310";0,95;50;50;4;4;0;0;0;0;0;0
"311";0,95;50;50;4;2;3e-05;3e-05;3e-05;0;0;0
"312";0,95;50;50;4;1;0;0;0;0;0;0
"313";0,95;50;50;4;0,1;0,08796;0,09059;0,09059;9,99999999999612e-06;0;0
"314";0,95;50;50;4;0,5;0;0;0;0;0;0
"315";0,95;50;50;4;0,25;3e-05;3e-05;3e-05;0;0;0
